movie_id,title,year,imdb_score,director
381971,Curious George ,2006.0,6.6,Matthew O'Callaghan
400497,Herbie Fully Loaded ,2005.0,4.7,Angela Robinson
260866,Don't Say a Word ,2001.0,6.3,Gary Fleder
1428538,Hansel & Gretel: Witch Hunters ,2013.0,6.1,Tommy Wirkola
250797,Unfaithful ,2002.0,6.7,Adrian Lyne
1464540,I Am Number Four ,2011.0,6.1,D.J. Caruso
4172430,13 Hours ,2016.0,7.4,Michael Bay
2262227,The Book of Life ,2014.0,7.3,Jorge R. Gutiérrez
408345,Firewall ,2006.0,5.8,Richard Loncraine
118548,Absolute Power ,1997.0,6.7,Clint Eastwood
119173,G.I. Jane ,1997.0,5.8,Ridley Scott
119174,The Game ,1997.0,7.8,David Fincher
384537,Silent Hill ,2006.0,6.6,Christophe Gans
191397,The Replacements ,2000.0,6.5,Howard Deutch
1605630,American Reunion ,2012.0,6.7,Jon Hurwitz
120768,The Negotiator ,1998.0,7.3,F. Gary Gray
2106361,Into the Storm ,2014.0,5.8,Steven Quale
109254,Beverly Hills Cop III ,1994.0,5.5,John Landis
99700,Gremlins 2: The New Batch ,1990.0,6.3,Joe Dante
1872194,The Judge ,2014.0,7.4,David Dobkin
119874,The Peacemaker ,1997.0,5.9,Mimi Leder
318627,Resident Evil: Apocalypse ,2004.0,6.2,Alexander Witt
317198,Bridget Jones: The Edge of Reason ,2004.0,5.9,Beeban Kidron
313443,Out of Time ,2003.0,6.5,Carl Franklin
110725,On Deadly Ground ,1994.0,4.4,Steven Seagal
424774,The Adventures of Sharkboy and Lavagirl 3-D ,2005.0,3.5,Robert Rodriguez
163978,The Beach ,2000.0,6.6,Danny Boyle
350028,Raising Helen ,2004.0,6.0,Garry Marshall
1186367,Ninja Assassin ,2009.0,6.4,James McTeigue
126916,For Love of the Game ,1999.0,6.5,Sam Raimi
108967,A Touch of Frost             ,,7.8,
117765,Striptease ,1996.0,4.3,Andrew Bergman
1392197,Marmaduke ,2010.0,4.2,Tom Dey
1212419,Hereafter ,2010.0,6.5,Clint Eastwood
112401,Assassins ,1995.0,6.3,Richard Donner
367959,Hannibal Rising ,2007.0,6.2,Peter Webber
160916,The Story of Us ,1999.0,5.9,Rob Reiner
1517260,The Host ,2013.0,5.9,Andrew Niccol
264395,Basic ,2003.0,6.5,John McTiernan
309377,Blood Work ,2002.0,6.4,Clint Eastwood
963178,The International ,2009.0,6.5,Tom Tykwer
116225,Escape from L.A. ,1996.0,5.7,John Carpenter
2355844,Twisted             ,,7.5,
129167,The Iron Giant ,1999.0,8.0,Brad Bird
362270,The Life Aquatic with Steve Zissou ,2004.0,7.3,Wes Anderson
1124037,Free State of Jones ,2016.0,6.7,Gary Ross
289992,The Life of David Gale ,2003.0,7.5,Alan Parker
331933,Man of the House ,2005.0,5.4,Stephen Herek
2199571,Run All Night ,2015.0,6.6,Jaume Collet-Serra
765443,Eastern Promises ,2007.0,7.7,David Cronenberg
378109,Into the Blue ,2005.0,5.8,John Stockwell
151137,The Messenger: The Story of Joan of Arc ,1999.0,6.4,Luc Besson
1240982,Your Highness ,2011.0,5.6,David Gordon Green
1462041,Dream House ,2011.0,6.0,Jim Sheridan
119592,Mad City ,1997.0,6.2,Costa-Gavras
109190,Baby's Day Out ,1994.0,5.9,Patrick Read Johnson
114345,The Scarlet Letter ,1995.0,5.1,Roland Joffé
977855,Fair Game ,2010.0,6.8,Doug Liman
2189221,Defiance             ,,7.0,
421054,Domino ,2005.0,6.0,Tony Scott
113451,Jade ,1995.0,5.1,William Friedkin
1034032,Gamer ,2009.0,5.8,Mark Neveldine
1559547,Beautiful Creatures ,2013.0,6.2,Richard LaGravenese
266452,Death to Smoochy ,2002.0,6.4,Danny DeVito
1608290,Zoolander 2 ,2016.0,4.8,Ben Stiller
315824,The Big Bounce ,2004.0,4.9,George Armitage
181151,What Planet Are You From? ,2000.0,5.6,Mike Nichols
1502404,Drive Angry ,2011.0,5.5,Patrick Lussier
891592,Street Fighter: The Legend of Chun-Li ,2009.0,3.7,Andrzej Bartkowiak
267804,The One ,2001.0,5.9,James Wong
3006802,Outlander             ,,8.5,
98987,The Adventures of Ford Fairlane ,1990.0,6.3,Renny Harlin
1131729,Pirate Radio ,2009.0,7.4,Richard Curtis
181865,Traffic ,2000.0,7.6,Steven Soderbergh
97576,Indiana Jones and the Last Crusade ,1989.0,8.3,Steven Spielberg
1781769,Anna Karenina ,2012.0,6.6,Joe Wright
1823672,Chappie ,2015.0,6.9,Neill Blomkamp
145681,The Bone Collector ,1999.0,6.7,Phillip Noyce
258000,Panic Room ,2002.0,6.8,David Fincher
473553,The Tooth Fairy ,2006.0,4.6,Chuck Bowman
120188,Three Kings ,1999.0,7.1,David O. Russell
1014763,Child 44 ,2015.0,6.4,Daniel Espinosa
250687,Rat Race ,2001.0,6.4,Jerry Zucker
272152,K-PAX ,2001.0,7.4,Iain Softley
35423,Kate & Leopold ,2001.0,6.4,James Mangold
230030,Bedazzled ,2000.0,6.0,Harold Ramis
87089,The Cotton Club ,1984.0,6.5,Francis Ford Coppola
381849,3:10 to Yuma ,2007.0,7.8,James Mangold
2446042,Taken 3 ,2014.0,6.0,Olivier Megaton
120780,Out of Sight ,1998.0,7.0,Steven Soderbergh
115798,The Cable Guy ,1996.0,6.0,Ben Stiller
150433,Earth ,1998.0,7.8,Deepa Mehta
99422,Dick Tracy ,1990.0,6.1,Warren Beatty
155267,The Thomas Crown Affair ,1999.0,6.8,John McTiernan
200027,Riding in Cars with Boys ,2001.0,6.4,Penny Marshall
69293,Solaris ,1972.0,8.1,Andrei Tarkovsky
308353,Happily N'Ever After ,2006.0,4.5,Paul Bolger
117002,Mary Reilly ,1996.0,5.8,Stephen Frears
119738,My Best Friend's Wedding ,1997.0,6.3,P.J. Hogan
265029,America's Sweethearts ,2001.0,5.7,Joe Roth
278504,Insomnia ,2002.0,7.2,Christopher Nolan
117731,Star Trek: First Contact ,1996.0,7.6,Jonathan Frakes
1075747,Jonah Hex ,2010.0,4.7,Jimmy Hayward
115956,Courage Under Fire ,1996.0,6.6,Edward Zwick
119528,Liar Liar ,1997.0,6.8,Tom Shadyac
1355631,The Infiltrator ,2016.0,7.3,Brad Furman
84132,Inchon ,1981.0,2.7,Terence Young
109813,The Flintstones ,1994.0,4.8,Brian Levant
1397280,Taken 2 ,2012.0,6.3,Olivier Megaton
306047,Scary Movie 3 ,2003.0,5.5,David Zucker
212346,Miss Congeniality ,2000.0,6.2,Donald Petrie
373051,Journey to the Center of the Earth ,2008.0,5.8,Eric Brevig
368933,The Princess Diaries 2: Royal Engagement ,2004.0,5.7,Garry Marshall
107798,The Pelican Brief ,1993.0,6.5,Alan J. Pakula
109446,The Client ,1994.0,6.7,Joel Schumacher
825232,The Bucket List ,2007.0,7.4,Rob Reiner
105112,Patriot Games ,1992.0,6.9,Phillip Noyce
369735,Monster-in-Law ,2005.0,5.5,Robert Luketic
1392214,Prisoners ,2013.0,8.1,Denis Villeneuve
139654,Training Day ,2001.0,7.7,Antoine Fuqua
177789,Galaxy Quest ,1999.0,7.3,Dean Parisot
257106,Scary Movie 2 ,2001.0,5.2,Keenen Ivory Wayans
1204342,The Muppets ,2011.0,7.1,James Bobin
120611,Blade ,1998.0,7.1,Stephen Norrington
393162,Coach Carter ,2005.0,7.2,Thomas Carter
264472,Changing Lanes ,2002.0,6.5,Roger Michell
118615,Anaconda ,1997.0,4.6,Luis Llosa
200550,Coyote Ugly ,2000.0,5.6,David McNally
314331,Love Actually ,2003.0,7.7,Richard Curtis
120623,A Bug's Life ,1998.0,7.2,John Lasseter
111255,The Specialist ,1994.0,5.4,Luis Llosa
117918,Tin Cup ,1996.0,6.3,Ron Shelton
63829,"Yours, Mine and Ours ",1968.0,7.2,Melville Shavelson
384642,Kicking & Screaming ,2005.0,5.6,Jesse Dylan
371724,The Hitchhiker's Guide to the Galaxy ,2005.0,6.8,Garth Jennings
396592,Fat Albert ,2004.0,4.3,Joel Zwick
432021,Resident Evil: Extinction ,2007.0,6.3,Russell Mulcahy
1086772,Blended ,2014.0,6.5,Frank Coraci
408985,Last Holiday ,2006.0,6.4,Wayne Wang
110997,The River Wild ,1994.0,6.3,Curtis Hanson
113419,The Indian in the Cupboard ,1995.0,5.9,Frank Oz
1615065,Savages ,2012.0,6.5,Oliver Stone
337921,Cellular ,2004.0,6.5,David R. Ellis
274166,Johnny English ,2003.0,6.1,Peter Howitt
429589,The Ant Bully ,2006.0,5.9,John A. Davis
87182,Dune ,1984.0,6.6,David Lynch
959337,Revolutionary Road ,2008.0,7.3,Sam Mendes
450232,16 Blocks ,2006.0,6.6,Richard Donner
364970,Babylon A.D. ,2008.0,5.6,Mathieu Kassovitz
116421,The Glimmer Man ,1996.0,5.3,John Gray
117108,Multiplicity ,1996.0,6.0,Harold Ramis
775552,Aliens in the Attic ,2009.0,5.4,John Schultz
237572,The Pledge ,2001.0,6.8,Sean Penn
395251,The Producers ,2005.0,6.4,Susan Stroman
1343727,Dredd ,2012.0,7.1,Pete Travis
117331,The Phantom ,1996.0,4.9,Simon Wincer
149624,All the Pretty Horses ,2000.0,5.8,Billy Bob Thornton
113987,Nixon ,1995.0,7.1,Oliver Stone
1139328,The Ghost Writer ,2010.0,7.2,Roman Polanski
118956,Deep Rising ,1998.0,6.0,Stephen Sommers
1046997,Miracle at St. Anna ,2008.0,6.0,Spike Lee
473444,Curse of the Golden Flower ,2006.0,7.0,Yimou Zhang
814022,Bangkok Dangerous ,2008.0,5.4,Danny Pang
246464,Big Trouble ,2002.0,6.5,Barry Sonnenfeld
484740,Love in the Time of Cholera ,2007.0,6.4,Mike Newell
2521668,The Returned             ,,8.3,
120107,Shadow Conspiracy ,1997.0,4.9,George P. Cosmatos
1634122,Johnny English Reborn ,2011.0,6.3,Oliver Parker
249516,Foodfight! ,2012.0,1.7,Lawrence Kasanoff
1024648,Argo ,2012.0,7.7,Ben Affleck
106977,The Fugitive ,1993.0,7.8,Andrew Davis
1038919,The Bounty Hunter ,2010.0,5.5,Andy Tennant
117665,Sleepers ,1996.0,7.5,Barry Levinson
89880,Rambo: First Blood Part II ,1985.0,6.4,George P. Cosmatos
116731,The Juror ,1996.0,5.6,Brian Gibson
32910,Pinocchio ,1940.0,7.5,Norman Ferguson
80855,Heaven's Gate ,1980.0,6.8,Michael Cimino
401855,Underworld: Evolution ,2006.0,6.8,Len Wiseman
181536,Finding Forrester ,2000.0,7.3,Gus Van Sant
191754,28 Days ,2000.0,6.0,Betty Thomas
342258,Unleashed ,2005.0,7.0,Louis Leterrier
253867,The Sweetest Thing ,2002.0,5.1,Roger Kumble
106918,The Firm ,1993.0,6.8,Sydney Pollack
1438254,Charlie St. Cloud ,2010.0,6.5,Burr Steers
472399,The Mechanic ,2011.0,6.6,Simon West
1232829,21 Jump Street ,2012.0,7.2,Phil Lord
125439,Notting Hill ,1999.0,7.0,Roger Michell
120630,Chicken Run ,2000.0,7.0,Peter Lord
343135,Along Came Polly ,2004.0,5.9,John Hamburg
103859,Boomerang ,1992.0,5.4,Reginald Hudlin
2404463,The Heat ,2013.0,6.6,Paul Feig
56937,Cleopatra ,1963.0,7.0,Joseph L. Mankiewicz
1648179,Here Comes the Boom ,2012.0,6.5,Frank Coraci
257756,High Crimes ,2002.0,6.3,Carl Franklin
117057,The Mirror Has Two Faces ,1996.0,6.5,Barbra Streisand
265349,The Mothman Prophecies ,2002.0,6.5,Mark Pellington
889583,Brüno ,2009.0,5.8,Larry Charles
97742,Licence to Kill ,1989.0,6.6,John Glen
1486185,Red Riding Hood ,2011.0,5.4,Catherine Hardwicke
179626,15 Minutes ,2001.0,6.1,John Herzfeld
108255,Super Mario Bros. ,1993.0,4.0,Annabel Jankel
399295,Lord of War ,2005.0,7.6,Andrew Niccol
1598828,One for the Money ,2012.0,5.3,Julie Anne Robinson
2788710,The Interview ,2014.0,6.6,Evan Goldberg
1032751,The Warrior's Way ,2010.0,6.3,Sngmoo Lee
55689,McHale's Navy             ,,7.5,
1149361,Micmacs ,2009.0,7.2,Jean-Pierre Jeunet
298203,8 Mile ,2002.0,7.0,Curtis Hanson
1220911,Animal Kingdom: Let's go Ape ,2015.0,4.9,Jamel Debbouze
183790,A Knight's Tale ,2001.0,6.9,Brian Helgeland
288045,The Medallion ,2003.0,5.2,Gordon Chan
167404,The Sixth Sense ,1999.0,8.1,M. Night Shyamalan
1568338,Man on a Ledge ,2012.0,6.6,Asger Leth
1053810,The Big Year ,2011.0,6.2,David Frankel
1800241,American Hustle ,2013.0,7.3,David O. Russell
1041829,The Proposal ,2009.0,6.7,Anne Fletcher
150377,Double Jeopardy ,1999.0,6.4,Bruce Beresford
96874,Back to the Future Part II ,1989.0,7.8,Robert Zemeckis
2872732,Lucy ,2014.0,6.4,Luc Besson
2322441,Fifty Shades of Grey ,2015.0,4.1,Sam Taylor-Johnson
338459,Spy Kids 3-D: Game Over ,2003.0,4.1,Robert Rodriguez
117913,A Time to Kill ,1996.0,7.4,Joel Schumacher
349205,Cheaper by the Dozen ,2003.0,5.8,Shawn Levy
1091191,Lone Survivor ,2013.0,7.6,Peter Berg
104694,A League of Their Own ,1992.0,7.2,Penny Marshall
3065204,The Conjuring 2 ,2016.0,7.8,James Wan
1285016,The Social Network ,2010.0,7.7,David Fincher
1001508,He's Just Not That Into You ,2009.0,6.4,Ken Kwapis
362120,Scary Movie 4 ,2006.0,5.1,David Zucker
134084,Scream 3 ,2000.0,5.5,Wes Craven
99088,Back to the Future Part III ,1990.0,7.4,Robert Zemeckis
2561572,Get Hard ,2015.0,6.0,Etan Cohen
103874,Bram Stoker's Dracula ,1992.0,7.5,Francis Ford Coppola
1135503,Julie & Julia ,2009.0,7.0,Nora Ephron
453562,42 ,2013.0,7.5,Brian Helgeland
134119,The Talented Mr. Ripley ,1999.0,7.3,Anthony Minghella
2096672,Dumb and Dumber To ,2014.0,5.7,Bobby Farrelly
397313,Eight Below ,2006.0,7.3,Frank Marshall
2361509,The Intern ,2015.0,7.2,Nancy Meyers
2869728,Ride Along 2 ,2016.0,5.9,Tim Story
104691,The Last of the Mohicans ,1992.0,7.8,Michael Mann
350258,Ray ,2004.0,7.7,Taylor Hackford
401792,Sin City ,2005.0,8.1,Frank Miller
443274,Vantage Point ,2008.0,6.6,Pete Travis
1155056,"I Love You, Man ",2009.0,7.1,John Hamburg
256380,Shallow Hal ,2001.0,5.9,Bobby Farrelly
102138,JFK ,1991.0,8.0,Oliver Stone
421729,Big Momma's House 2 ,2006.0,4.6,John Whitesell
236493,The Mexican ,2001.0,6.1,Gore Verbinski
1809398,Unbroken ,2014.0,7.2,Angelina Jolie Pitt
974661,17 Again ,2009.0,6.4,Burr Steers
2203939,The Other Woman ,2014.0,6.0,Nick Cassavetes
1144884,The Final Destination ,2009.0,5.2,David R. Ellis
3682448,Bridge of Spies ,2015.0,7.6,Steven Spielberg
159273,Behind Enemy Lines ,2001.0,6.4,John Moore
1226229,Get Him to the Greek ,2010.0,6.4,Nicholas Stoller
358135,Shall We Dance ,2004.0,6.1,Peter Chelsom
122718,Small Soldiers ,1998.0,6.1,Joe Dante
120177,Spawn ,1997.0,5.2,Mark A.Z. Dippé
245844,The Count of Monte Cristo ,2002.0,7.7,Kevin Reynolds
1189340,The Lincoln Lawyer ,2011.0,7.3,Brad Furman
482571,The Prestige ,2006.0,8.5,Christopher Nolan
2170439,Horrible Bosses 2 ,2014.0,6.3,Sean Anders
765446,Escape from Planet Earth ,2013.0,5.9,Cal Brunker
472043,Apocalypto ,2006.0,7.8,Mel Gibson
93428,The Living Daylights ,1987.0,6.7,John Glen
1424381,Predators ,2010.0,6.4,Nimród Antal
91396,Legal Eagles ,1986.0,5.9,Ivan Reitman
363988,Secret Window ,2004.0,6.6,David Koepp
410297,The Lake House ,2006.0,6.8,Alejandro Agresti
397101,The Skeleton Key ,2005.0,6.5,Iain Softley
1462769,The Odd Life of Timothy Green ,2012.0,6.6,Peter Hedges
866439,Made of Honor ,2008.0,5.8,Paul Weiland
1742044,Jersey Boys ,2014.0,6.9,Clint Eastwood
119978,The Rainmaker ,1997.0,7.1,Francis Ford Coppola
348836,Gothika ,2003.0,5.8,Mathieu Kassovitz
118607,Amistad ,1997.0,7.2,Steven Spielberg
104839,Medicine Man ,1992.0,6.0,John McTiernan
758730,Aliens vs. Predator: Requiem ,2007.0,4.7,Colin Strause
110989,Ri¢hie Ri¢h ,1994.0,5.2,Donald Petrie
174480,Autumn in New York ,2000.0,5.5,Joan Chen
758766,Music and Lyrics ,2007.0,6.5,Marc Lawrence
1092026,Paul ,2011.0,7.0,Greg Mottola
1694020,The Guilt Trip ,2012.0,5.8,Anne Fletcher
1262416,Scream 4 ,2011.0,6.2,Wes Craven
134273,8MM ,1999.0,6.5,Joel Schumacher
101761,The Doors ,1991.0,7.2,Oliver Stone
1956620,Sex Tape ,2014.0,5.1,Jake Kasdan
162983,Hanging Up ,2000.0,4.7,Diane Keaton
1622979,Final Destination 5 ,2011.0,5.9,Steven Quale
130121,Mickey Blue Eyes ,1999.0,5.8,Kelly Makin
223897,Pay It Forward ,2000.0,7.2,Mimi Leder
332047,Fever Pitch ,2005.0,6.2,Bobby Farrelly
169414,Arthur             ,,7.4,
817538,Drillbit Taylor ,2008.0,5.7,Steven Brill
2557490,A Million Ways to Die in the West ,2014.0,6.1,Seth MacFarlane
111143,The Shadow ,1994.0,6.0,Russell Mulcahy
477302,Extremely Loud & Incredibly Close ,2011.0,6.9,Stephen Daldry
1126618,Morning Glory ,2010.0,6.5,Roger Michell
430308,Get Rich or Die Tryin' ,2005.0,5.0,Jim Sheridan
160009,The Art of War ,2000.0,5.7,Christian Duguay
294870,Rent ,2005.0,7.0,Chris Columbus
163983,Bless the Child ,2000.0,5.1,Chuck Russell
129280,The Out-of-Towners ,1999.0,5.3,Sam Weisman
116654,The Island of Dr. Moreau ,1996.0,4.4,John Frankenheimer
246544,The Musketeer ,2001.0,4.7,Peter Hyams
467200,The Other Boleyn Girl ,2008.0,6.7,Justin Chadwick
230838,Sweet November ,2001.0,6.7,Pat O'Connor
444682,The Reaping ,2007.0,5.7,Stephen Hopkins
70379,Mean Streets ,1973.0,7.4,Martin Scorsese
110971,Renaissance Man ,1994.0,6.1,Penny Marshall
1657507,Colombiana ,2011.0,6.4,Olivier Megaton
120800,The Magic Sword: Quest for Camelot ,1998.0,6.2,Frederik Du Chau
269095,City by the Sea ,2002.0,6.2,Michael Caton-Jones
132512,At First Sight ,1999.0,5.9,Irwin Winkler
329691,Torque ,2004.0,4.0,Joseph Kahn
115907,City Hall ,1996.0,6.2,Harold Becker
114436,Showgirls ,1995.0,4.6,Paul Verhoeven
422720,Marie Antoinette ,2006.0,6.4,Sofia Coppola
113552,Kiss of Death ,1995.0,5.9,Barbet Schroeder
208988,Get Carter ,2000.0,5.1,Stephen Kay
1649419,The Impossible ,2012.0,7.6,J.A. Bayona
93278,Ishtar ,1987.0,4.2,Elaine May
432283,Fantastic Mr. Fox ,2009.0,7.8,Wes Anderson
282687,Life or Something Like It ,2002.0,5.8,Stephen Herek
104850,Memoirs of an Invisible Man ,1992.0,5.9,John Carpenter
211915,Amélie ,2001.0,8.4,Jean-Pierre Jeunet
363282,New York Minute ,2004.0,4.8,Dennie Gordon
375173,Alfie ,2004.0,6.2,Charles Shyer
1430615,Big Miracle ,2012.0,6.5,Ken Kwapis
120646,The Deep End of the Ocean ,1999.0,6.3,Ulu Grosbard
295254,Feardotcom ,2002.0,3.3,William Malone
450405,Cirque du Freak: The Vampire's Assistant ,2009.0,5.9,Paul Weitz
266489,Duplex ,2003.0,5.8,Danny DeVito
1111948,Soul Men ,2008.0,6.5,Malcolm D. Lee
81400,Raise the Titanic ,1980.0,4.7,Jerry Jameson
176269,Universal Soldier: The Return ,1999.0,4.1,Mic Rodgers
1188729,Pandorum ,2009.0,6.8,Christian Alvart
160399,Impostor ,2001.0,6.2,Gary Fleder
283160,Extreme Ops ,2002.0,4.5,Christian Duguay
189192,Just Visiting ,2001.0,5.8,Jean-Marie Poiré
448134,Sunshine ,2007.0,7.3,Danny Boyle
763831,A Thousand Words ,2012.0,5.9,Brian Robbins
361500,Delgo ,2008.0,4.4,Marc F. Adler
2515034,The Gunman ,2015.0,5.8,Pierre Morel
457495,Alex Rider: Operation Stormbreaker ,2006.0,5.1,Geoffrey Sax
113243,Hackers ,1995.0,6.2,Iain Softley
455782,The Hunting Party ,2007.0,6.9,Richard Shepard
110074,The Hudsucker Proxy ,1994.0,7.3,Joel Coen
913968,The Warlords ,2007.0,7.1,Peter Ho-Sun Chan
374089,Nomad: The Warrior ,2005.0,6.0,Sergey Bodrov
1706620,Snowpiercer ,2013.0,7.0,Joon-ho Bong
961097,A Monster in Paris ,2011.0,6.8,Bibo Bergeron
357054,The Last Shot ,2004.0,5.7,Jeff Nathanson
109506,The Crow ,1994.0,7.6,Alex Proyas
2631186,Baahubali: The Beginning ,2015.0,8.4,S.S. Rajamouli
452694,The Time Traveler's Wife ,2009.0,7.1,Robert Schwentke
490084,Because I Said So ,2007.0,5.6,Michael Lehmann
232500,The Fast and the Furious ,2001.0,6.7,Rob Cohen
1142977,Frankenweenie ,2012.0,7.0,Tim Burton
379786,Serenity ,2005.0,8.0,Joss Whedon
312329,Against the Ropes ,2004.0,5.3,Charles S. Dutton
86393,Superman III ,1983.0,4.9,Richard Lester
1661382,Grudge Match ,2013.0,6.4,Peter Segal
425637,Red Cliff ,2008.0,7.4,John Woo
256415,Sweet Home Alabama ,2002.0,6.1,Andy Tennant
1142988,The Ugly Truth ,2009.0,6.5,Robert Luketic
117608,Sgt. Bilko ,1996.0,5.7,Jonathan Lynn
287717,Spy Kids 2: Island of Lost Dreams ,2002.0,5.1,Robert Rodriguez
111280,Star Trek: Generations ,1994.0,6.6,David Carson
1462900,The Grandmaster ,2013.0,6.5,Kar-Wai Wong
1067583,Water for Elephants ,2011.0,6.9,Francis Lawrence
115082,3rd Rock from the Sun             ,,7.8,
2911342,Dragon Nest: Warriors' Dawn ,2014.0,6.4,Yuefeng Song
174856,The Hurricane ,1999.0,7.6,Norman Jewison
278435,Enough ,2002.0,5.6,Michael Apted
125022,Heartbreakers ,2001.0,6.2,David Mirkin
3450650,Paul Blart: Mall Cop 2 ,2015.0,4.4,Andy Fickman
225071,Angel Eyes ,2001.0,5.6,Luis Mandoki
279889,Joe Somebody ,2001.0,5.5,John Pasquin
142688,The Ninth Gate ,1999.0,6.7,Roman Polanski
116259,Extreme Measures ,1996.0,6.1,Michael Apted
202470,Rock Star ,2001.0,6.2,Stephen Herek
118158,White Squall ,1996.0,6.6,Ridley Scott
84787,The Thing ,1982.0,8.2,John Carpenter
1411250,Riddick ,2013.0,6.4,David Twohy
119210,Switchback ,1997.0,6.4,Jeb Stuart
193560,Texas Rangers ,2001.0,5.2,Steve Miner
970411,City of Ember ,2008.0,6.5,Gil Kenan
1560747,The Master ,2012.0,7.1,Paul Thomas Anderson
437954,Virgin Territory ,2007.0,4.8,David Leland
469903,The Express ,2008.0,7.3,Gary Fleder
2304933,The 5th Wave ,2016.0,5.2,J Blakeson
3076658,Creed ,2015.0,7.7,Ryan Coogler
840361,The Town ,2010.0,7.6,Ben Affleck
1586265,What to Expect When You're Expecting ,2012.0,5.7,Kirk Jones
887883,Burn After Reading ,2008.0,7.0,Ethan Coen
410377,Nim's Island ,2008.0,6.0,Jennifer Flackett
1979320,Rush ,2013.0,8.1,Ron Howard
175880,Magnolia ,1999.0,8.0,Paul Thomas Anderson
1385867,Cop Out ,2010.0,5.6,Kevin Smith
1292566,How to Be Single ,2016.0,6.1,Christian Ditter
1564349,Dolphin Tale ,2011.0,6.9,Charles Martin Smith
251160,John Q ,2002.0,7.0,Nick Cassavetes
181316,Blue Streak ,1999.0,6.3,Les Mayfield
1723121,We're the Millers ,2013.0,7.0,Rawson Marshall Thurber
972558,Obitaemyy ostrov ,2009.0,5.3,Fedor Bondarchuk
118771,Breakdown ,1997.0,6.9,Jonathan Mostow
86006,Never Say Never Again ,1983.0,6.2,Irvin Kershner
1231587,Hot Tub Time Machine ,2010.0,6.4,Steve Pink
2978462,Dolphin Tale 2 ,2014.0,6.4,Charles Martin Smith
184858,Reindeer Games ,2000.0,5.7,John Frankenheimer
266465,A Man Apart ,2003.0,6.1,F. Gary Gray
116410,Ghosts of Mississippi ,1996.0,6.7,Rob Reiner
120834,Snow Falling on Cedars ,1999.0,6.8,Scott Hicks
1161864,The Rite ,2011.0,6.0,Mikael Håfström
119177,Gattaca ,1997.0,7.8,Andrew Niccol
141399,Isn't She Great ,2000.0,5.3,Andrew Bergman
482603,Space Chimps ,2008.0,4.5,Kirk De Micco
325537,Head of State ,2003.0,5.4,Chris Rock
1119646,The Hangover ,2009.0,7.8,Todd Phillips
2888046,Ip Man 3 ,2015.0,7.2,Wilson Yip
145660,Austin Powers: The Spy Who Shagged Me ,1999.0,6.6,Jay Roach
96895,Batman ,1989.0,7.6,Tim Burton
1316616,There Be Dragons ,2011.0,5.9,Roland Joffé
104714,Lethal Weapon 3 ,1992.0,6.7,Richard Donner
878804,The Blind Side ,2009.0,7.7,John Lee Hancock
4085584,Rush Hour             ,,5.8,
227538,Spy Kids ,2001.0,5.4,Robert Rodriguez
1499658,Horrible Bosses ,2011.0,6.9,Seth Gordon
1403865,True Grit ,2010.0,7.7,Ethan Coen
458352,The Devil Wears Prada ,2006.0,6.8,David Frankel
79945,Star Trek: The Motion Picture ,1979.0,6.4,Robert Wise
2024432,Identity Thief ,2013.0,5.7,Seth Gordon
101540,Cape Fear ,1991.0,7.3,Martin Scorsese
478087,21 ,2008.0,6.8,Robert Luketic
3152624,Trainwreck ,2015.0,6.3,Judd Apatow
372237,Guess Who ,2005.0,5.9,Kevin Rodney Sullivan
116209,The English Patient ,1996.0,7.4,Anthony Minghella
119488,L.A. Confidential ,1997.0,8.3,Curtis Hanson
405325,Sky High ,2005.0,6.2,Mike Mitchell
119360,In & Out ,1997.0,6.3,Frank Oz
114508,Species ,1995.0,5.8,Roger Donaldson
209958,The Cell ,2000.0,6.3,Tarsem Singh
120744,The Man in the Iron Mask ,1998.0,6.4,Randall Wallace
1028576,Secretariat ,2010.0,7.2,Randall Wallace
453556,TMNT ,2007.0,6.3,Kevin Munroe
316465,Radio ,2003.0,6.9,Michael Tollin
1632708,Friends with Benefits ,2011.0,6.6,Will Gluck
4438848,Neighbors 2: Sorority Rising ,2016.0,6.0,Nicholas Stoller
2140373,Saving Mr. Banks ,2013.0,7.5,John Lee Hancock
104797,Malcolm X ,1992.0,7.7,Spike Lee
1758830,This Is 40 ,2012.0,6.2,Judd Apatow
976238,Old Dogs ,2009.0,5.4,Walt Becker
834001,Underworld: Rise of the Lycans ,2009.0,6.6,Patrick Tatopoulos
762114,License to Wed ,2007.0,5.3,Ken Kwapis
437863,The Benchwarmers ,2006.0,5.6,Dennis Dugan
417001,Must Love Dogs ,2005.0,5.9,Gary David Goldberg
119008,Donnie Brasco ,1997.0,7.8,Mike Newell
120804,Resident Evil ,2002.0,6.7,Paul W.S. Anderson
335245,The Ladykillers ,2004.0,6.2,Ethan Coen
467197,Max Payne ,2008.0,5.4,John Moore
1637688,In Time ,2011.0,6.7,Andrew Niccol
1212436,The Back-up Plan ,2010.0,5.3,Alan Poul
491152,Something Borrowed ,2011.0,5.9,Luke Greenfield
2368645,Hit the Floor             ,,7.0,
265087,Black Knight ,2001.0,4.8,Gil Junger
74174,The Bad News Bears ,1976.0,7.3,Michael Ritchie
111301,Street Fighter ,1994.0,3.8,Steven E. de Souza
253474,The Pianist ,2002.0,8.5,Roman Polanski
120681,From Hell ,2001.0,6.8,Albert Hughes
762121,The Nativity Story ,2006.0,6.8,Catherine Hardwicke
